micronodo,area_oficial,faction,lat,long
Vila Prata,PINDORETAMA,CV,-4.069675,-38.231826
Praia do Balbino,PINDORETAMA,CV,-4.018651,-38.225477
CDD,PACAJUS,CV,-4.161315,-38.480704
Tijucussu 2,PINDORETAMA,CV,-4.074568,-38.244545
Lagoa Seca de Pacajus,PACAJUS,CV,-4.173646,-38.491032
Vila Pagã - Aquiraz,AQUIRAZ,CV,-3.949924,-38.366592
Alto da Boa Vista,PACAJUS,CV,-4.167999,-38.475223
Cidade de Pindoretama,PINDORETAMA,CV,-4.017294,-38.320986
Praia do Presídio,AQUIRAZ,CV,-3.929239,-38.314946
Beira do Açude ,PACAJUS,CV,-4.162551,-38.447127
Coaçu,COAÇU,CV,-4.161825,-38.471054
Pedra Branca,PEDRA BRANCA,CV,-4.16732,-38.48316
Pingo De Ouro - Aquiraz,AQUIRAZ,CV,-3.975411,-38.360629
Bairro Mangueiral,HORIZONTE,CV,-4.09029,-38.490131
MANGUEIRAL,PINDORETAMA,CV,-4.0799754,-38.2995549
Tanques,HORIZONTE,CV,-4.064098,-38.437597
Sem Terra,HORIZONTE,CV,-4.089401,-38.485914
Zumbi,HORIZONTE,CV,-4.095917,-38.487126
Vila Catu - Horizonte,HORIZONTE,CV,-4.083607,-38.493894
Comunidade Asa Branca,HORIZONTE,CV,-4.129409,-38.478868
Diadema 2,HORIZONTE,CV,-4.090704,-38.485934
Caponga da Bernarda,PINDORETAMA,CV,-4.052044,-38.364454
Pica- Pau (Distrito Industrial),HORIZONTE,CV,-4.120339,-38.486846
Planalto Horizonte,HORIZONTE,CV,-4.112356,-38.487304
Mal Cozinhado ,HORIZONTE,CV,-4.08765,-38.493403
Malhada ,HORIZONTE,CV,-4.130362,-38.495276
Alto da Paz,HORIZONTE,CV,-4.104168,-38.476426
Caminho das Estrelas,PACAJUS,CV,-4.168043,-38.449458
Ancuri,ANCURI,CV,-3.87177,-38.52824
Bairro Novo,PEDRAS,CV,-3.867545,-38.526372
Riacho Doce,PARACURU,CV,-3.415642,-39.044798
Alto Fechado,PEDRAS,CV,-3.88771,-38.546969
Boqueirão dos Tabosas,PARAIPABA,CV,-3.426399,-39.153968
Polígono 662,PARACURU,CV,-3.4151188,-39.044967
Polígono 660,PARACURU,CV,-3.41235,-39.019983
Campo de Aviação ,PARACURU,CV,-3.415604,-39.033095
Vila São José,PARACURU,CV,-3.426458,-39.035001
Carlotas ll,PARACURU,CV,-3.425265,-39.02814
Polígono 661,PARACURU,CV,-3.426458,-39.035001
Comunidade do Alagadiço ,PARACURU,CV,-3.42435,-39.019587
Bairro da Torre,PARACURU,CV,-3.412786,-39.027931
Conjunto Carandiru - Planalto Horizonte,HORIZONTE,CV,-4.114834,-38.479496
Carlotas,PARACURU,CV,-3.423574,-39.030669
Maleitas,PARACURU,CV,-3.416077,-39.038374
Antônio Marques,PALMÁCIA,CV,-4.081018,-38.895491
Tanques,PALMÁCIA,CV,-4.081887,-38.789866
Comunidade da Babilônia ,MARANGUAPE,CV,-4.027482,-38.873301
São João do Amanari,MARANGUAPE,CV,-4.014974,-38.884776
Amanari,MARANGUAPE,CV,-4.020556,-38.866521
Itapebussu,MARANGUAPE,CV,-4.023342,-38.925804
Serra Pelada,MARACANAÚ,CV,-3.916058,-38.698533
Piraporã,MARACANAÚ,CV,-3.890994,-38.696272
Alto Cemitério,MARACANAÚ,CV,-3.885156,-38.686456
Santos Dumont,MARACANAÚ,CV,-3.903733,-38.68731
Alta Delta,MARACANAÚ,CV,-3.919287,-38.692773
Lagoa do Juvenal - Maranguape,MARANGUAPE,CV,-4.020792,-38.968811
Pato Selvagem,MARACANAÚ,CV,-3.909608,-38.676972
Mororó,MARACANAÚ,CV,-3.886265,-38.676065
Novo Parque Iracema - Alto do João Grande,MARACANAÚ,CV,-3.911428,-38.685351
Condomínio da Palmeirinha ,MARACANAÚ,CV,-3.881124,-38.669978
Cidade de Deus - Área Seca,MARACANAÚ,CV,-3.874599,-38.661173
BECO DO BURACO - VILA SÃO JOSÉ - ALTO DO CAJUEIRO,MARACANAÚ,CV,-3.893764,-38.690521
Portelinha,MARACANAÚ,CV,-3.866253,-38.669495
Ilha,MARACANAÚ,CV,-3.881514,-38.666249
Comunidade do Prourb ,MARACANAÚ,CV,-3.882873,-38.67089
Campo do Palmeiras,MARACANAÚ,CV,-3.877235,-38.670645
Coité,MARACANAÚ,CV,-3.906475,-38.677132
Área Verde - Novo Maranguape I,MARACANAÚ,CV,-3.872342,-38.673474
Campos do Jordão ,MARACANAÚ,CV,-3.888733,-38.605375
Planalto Benjamin,MARACANAÚ,CV,-3.89145,-38.623453
Vila das Flores,MARACANAÚ,CV,-3.892219,-38.623536
Velho Timbó,MARACANAÚ,CV,-3.899306,-38.601742
Residencial Pacatuba 1,MARACANAÚ,CV,-3.890487,-38.606794
Jereissati Setor H - Pacatuba,MARACANAÚ,CV,-3.893708,-38.61544
Residencial Pacatuba 2,MARACANAÚ,CV,-3.889457,-38.606629
Torrões,CIDADE NOVA,CV,-3.879538,-38.585204
Jereissati Setor F - Pacatuba,MARACANAÚ,CV,-3.894181,-38.613653
Ponta da Serra de Pitaguari,PACATUBA,CV,-3.925493,-38.610616
Jereissati Setor G - Pacatuba,MARACANAÚ,CV,-3.883559,-38.609086
Vila Rica - Pacatuba,PACATUBA,CV,-3.958433,-38.603963
Quiobal - Pacatuba,PACATUBA,CV,-3.998571,-38.619064
Monguba,PACATUBA,CV,-3.927366,-38.608284
Bairro Quandú,PACATUBA,CV,-4.012964,-38.615554
Cachoeira do Paraíso - Pacatuba,PACATUBA,CV,-4.01051,-38.626547
Bairro Alto São João,PACATUBA,CV,-3.995115,-38.622765
Pracinha- Pacatuba,PACATUBA,CV,-3.978337,-38.615812
Piripau,PACATUBA,CV,-3.979894,-38.616785
São Gregório ,PACATUBA,CV,-3.974961,-38.611546
Rabo da Gata,PACATUBA,CV,-3.961117,-38.613223
Parque Aratanha,PACATUBA,CV,-3.976763,-38.613451
Bairro São Luís - Pacatuba,PACATUBA,CV,-3.9777,-38.592426
São Bento- Pacatuba,PACATUBA,CV,-3.981949,-38.609914
São José ,PACATUBA,CV,-3.974612,-38.613277
Bairro Miguel de Souza - Guaiuba,GUAIÚBA,CV,-4.047456,-38.638402
Buraco da Gia,GUAIÚBA,CV,-4.041604,-38.638373
Sem Terra - Guaiuba,GUAIÚBA,CV,-4.048631,-38.632577
Alto do Cemitério ,GUAIÚBA,CV,-4.034657,-38.631936
Alto Santo Antônio ,GUAIÚBA,CV,-4.047106,-38.632795
Favela da Cuba,GUAIÚBA,CV,-4.043919,-38.630633
Pinheiro,GUAIÚBA,CV,-4.037201,-38.639589
Buraco da Gia,GUAIÚBA,CV,-4.041712,-38.63794
Santa Marta,ALTO ALEGRE II,CV,-3.827227,-38.618615
Comunidade Sem Terra,CANINDEZINHO,CV,-3.813318,-38.610146
Loló,GUAIÚBA,CV,-4.04304,-38.633408
Conjunto Juraci Magalhães,CANINDEZINHO,CV,-3.808387,-38.605195
Comunidade da feira,CANINDEZINHO,CV,-3.807684,-38.60471
Comunidade Inferninho,CANINDEZINHO,CV,-3.81124,-38.608208
Comunidade Beira Rio - Canidezinho,CANINDEZINHO,CV,-3.810873,-38.598554
Comunidade 8 de Dezembro,CANINDEZINHO,CV,-3.818624,-38.615398
Tanque,CONJUNTO ESPERANÇA,CV,-3.807665,-38.59428
Esplanada do Mondubim,ARACAPÉ,CV,-3.831655,-38.592411
Comunidade do Posto - Canidezinho,CANINDEZINHO,CV,-3.811967,-38.599206
Planalto Vitória ,CANINDEZINHO,CV,-3.81923,-38.611868
Conj. Siqueira ,CANINDEZINHO,CV,-3.812878,-38.598022
Atibaia ,ALTO ALEGRE II,CV,-3.822327,-38.61903
Alto Alegre II,ALTO ALEGRE II,CV,-3.831594,-38.603042
Comunidade dos Tribo - Joaquim Tavora,JOSÉ BONIFÁCIO,CV,-3.739278,-38.522377
Novo Mondubim  ,NOVO MONDUBIM,CV,-3.80398,-38.586046
Bairro Industrial,INDUSTRIAL,CV,-3.83593,-38.595331
Conjunto Marcos Freire,MONDUBIM,CV,-3.820718,-38.563686
Alto Alegre,ALTO ALEGRE II,CV,-3.825874,-38.606355
Comunidade do Renascer,MONDUBIM,CV,-3.823477,-38.565555
Beco da Morte - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.817154,-38.590862
Parque Presidente Vargas,PARQUE PRESIDENTE VARGAS,CV,-3.820961,-38.600965
Comunidade do Bandeirantes - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.81352,-38.596614
Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.813851,-38.592724
Parque Santana,MONDUBIM,CV,-3.813882,-38.577148
Conjunto Abelardo Rocha - Mondubim,MONDUBIM,CV,-3.817899,-38.565315
Parque Santa Rosa (Apolo XI),CONJUNTO ESPERANÇA,CV,-3.813627,-38.596614
Fluminense,CANINDEZINHO,CV,-3.816525,-38.603133
Comunidade do Reservatório ,CANINDEZINHO,CV,-3.813676,-38.60434
Comunidade do Japãozinho - Cidade Nova,CIDADE NOVA,CV,-3.841842,-38.579888
Comunidade do São Pedro - Aracape,ARACAPÉ,CV,-3.826141,-38.586204
Quadras - Aracape,ARACAPÉ,CV,-3.833654,-38.583973
Vacaria,PARQUE PRESIDENTE VARGAS,CV,-3.826433,-38.605389
sidronio - Presidente Vargas,PARQUE PRESIDENTE VARGAS,CV,-3.828379,-38.600133
Comunidade Da Feira - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.814991,-38.592682
Palestina - Presidente Vargas,PARQUE PRESIDENTE VARGAS,CV,-3.825108,-38.599686
Comunidade do gatilho - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.814109,-38.59383
Canal - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.813497,-38.596662
Beco do Chocolate,NOVO MONDUBIM,CV,-3.803878,-38.590863
Conjunto Nova União - Mondubim,NOVO MONDUBIM,CV,-3.811225,-38.5808
Titanic,MONDUBIM,CV,-3.818819,-38.574668
Modumbi ,NOVO MONDUBIM,CV,-3.807144,-38.587523
Cajamar,NOVO MONDUBIM,CV,-3.810324,-38.585228
Apartamentos do Novo Mondubim,NOVO MONDUBIM,CV,-3.805597,-38.587539
Sítio Corrego,MONDUBIM,CV,-3.813659,-38.572361
BARRACAL,PLANALTO AYRTON SENNA,CV,-3.829021,-38.564837
Barreiros - Planalto Ayrton Senna ,PLANALTO AYRTON SENNA,CV,-3.833393,-38.573811
Beco do HR,NOVO MONDUBIM,CV,-3.812246,-38.582136
Comunidade do C3,CONJUNTO ESPERANÇA,CV,-3.817973,-38.584874
Conj. Novo Modumbi ,NOVO MONDUBIM,CV,-3.808029,-38.586334
Favela da H.R,CONJUNTO ESPERANÇA,CV,-3.813567,-38.592138
Lagoa Da Libania - Parque Santana,MONDUBIM,CV,-3.815666,-38.578242
Favela do Cuca,NOVO MONDUBIM,CV,-3.806491,-38.580755
Boa Vista - Mondubim,ARACAPÉ,CV,-3.821691,-38.582345
Muro de Pedra - Aracape,CONJUNTO ESPERANÇA,CV,-3.819604,-38.587018
Comunidade da Lagoa - Mondubim,NOVO MONDUBIM,CV,-3.807006,-38.577456
Camberrinha,NOVO MONDUBIM,CV,-3.809859,-38.585969
Comunidade da GDD,NOVO MONDUBIM,CV,-3.804925,-38.584601
Beco Do Espinho - Aracapé,ARACAPÉ,CV,-3.827824,-38.581937
Beco do Castelo - Aracapé,ARACAPÉ,CV,-3.837224,-38.583149
Planalto Mondubim,CONJUNTO ESPERANÇA,CV,-3.816434,-38.584494
Loteamento São Mateus,NOVO MONDUBIM,CV,-3.814405,-38.583198
Favela da GN,NOVO MONDUBIM,CV,-3.812637,-38.58506
Beco America - Mondubim,MONDUBIM,CV,-3.822456,-38.574911
Monte Libano,PLANALTO AYRTON SENNA,CV,-3.82902,-38.567112
Campo Rio Negro - Parque Santana,MONDUBIM,CV,-3.818489,-38.578967
Favela do Morcego,MONDUBIM,CV,-3.821041,-38.578958
Favela dos Pirineus,MONDUBIM,CV,-3.819838,-38.577095
Rua da Montenegro - Aracape,ARACAPÉ,CV,-3.833711,-38.586796
Pantanal - Planalto Ayrton Senna ,PLANALTO AYRTON SENNA,CV,-3.82979,-38.572428
Laje - Planalto Ayrton Senna ,PLANALTO AYRTON SENNA,CV,-3.829821,-38.5725
Canal Baixo ,PLANALTO AYRTON SENNA,CV,-3.835222,-38.579506
Viametro,PLANALTO AYRTON SENNA,CV,-3.830771,-38.578377
Comunidade do Sol Nascente,PLANALTO AYRTON SENNA,CV,-3.835669,-38.575402
Aurora - Cidade Nova,PLANALTO AYRTON SENNA,CV,-3.83732,-38.573962
Comunidade da Portelinha- Planalto Ayrton Senna,PLANALTO AYRTON SENNA,CV,-3.825671,-38.572835
Rua Fortaleza - Planalto Ayrton Senna ,PLANALTO AYRTON SENNA,CV,-3.831155,-38.576933
ADEMIR MARTINS,JANGURUSSU,CV,-3.853363,-38.511944
Planalto Cidade Nova,PLANALTO AYRTON SENNA,CV,-3.835904,-38.57716
Comunidade Da Cagece ,PLANALTO AYRTON SENNA,CV,-3.829892,-38.57691
Cidade Nova,CIDADE NOVA,CV,-3.838581,-38.577822
Beco Planaltina,PLANALTO AYRTON SENNA,CV,-3.836916,-38.572384
Bairro Balneario,PIRES FERREIRA,CV,-4.194924,-40.476094
Taperuaba,IRAUÇUBA,CV,-4.076743,-39.951814
Bairro Pedreira,PIRES FERREIRA,CV,-4.195576,-40.481434
Cajuás,CAPISTRANO,CV,-4.495572,-38.950619
Marmoré,CAPISTRANO,CV,-4.492991,-38.899707
Cidade de Aratuba,ARATUBA,CV,-4.41696,-39.046374
Cidade de Capistrano,CAPISTRANO,CV,-4.461548,-38.906935
Palmatória ,ITAPIÚNA,CV,-4.521226,-39.006124
Conjunto Habitacional Maria José,BATURITE,CV,-4.346594,-38.862029
Alto Alegre - Baturité,BATURITE,CV,-4.353006,-38.848712
Cidade de Itapiúna,ITAPIUNA,CV,-4.551709,-38.918998
Areias,BATURITE,CV,-4.323074,-38.862407
Alto,ANCURI,CV,-3.874197,-38.502884
Coió,BATURITE,CV,-4.3357,-38.86394
Putiú,BATURITE,CV,-4.335715,-38.869882
Sem Terra,BATURITE,CV,-4.34038,-38.86792
Alto da Cruz- Baturité,BATURITE,CV,-4.335448,-38.871208
Bairro de Macunã,BATURITE,CV,-4.343548,-38.871565
Bairro PROUBR,BATURITE,CV,-4.346093,-38.870792
Bairro da Manga,BATURITE,CV,-4.343548,-38.871565
Alto da Pipoca,BATURITE,CV,-4.326716,-38.868008
Gustavo Sampaio,BATURITE,CV,-4.32918,-38.874434
São Francisco,BATURITE,CV,-4.333854,-38.887943
Comunidade Beira Rio de Baturité,BATURITE,CV,-4.314375,-38.883159
Vila Nova de Baturité,BATURITE,CV,-4.323296,-38.888092
Jesuítas,BATURITE,CV,-4.33007,-38.8889
Conselheiro Estilita,BATURITE,CV,-4.332548,-38.885734
Jordão,BATURITE,CV,-4.351217,-38.906376
Carqueja,CAPISTRANO,CV,-4.467814,-38.95511
Alameda Das Palmeiras ,PEDRAS,CV,-3.871386,-38.515773
ITANS,ITAPIUNA,CV,-4.6045836,-38.8776719
Loteamento,CONJUNTO PALMEIRAS,CV,-3.854837,-38.526941
Rua Codó,JANGURUSSU,CV,-3.846307,-38.521868
Pissareira - Conj. Palmeiras I ,CONJUNTO PALMEIRAS,CV,-3.846811,-38.530037
Palmeiras 1,CONJUNTO PALMEIRAS,CV,-3.840642,-38.527137
Palmeiras 2,CONJUNTO PALMEIRAS,CV,-3.837222,-38.526795
Favela do Circo,JANGURUSSU,CV,-3.841886,-38.521609
Beira Rio - Conj. Palmeiras I,CONJUNTO PALMEIRAS,CV,-3.842125,-38.528451
Cj Palmeiras l,CONJUNTO PALMEIRAS,CV,-3.842153,-38.528362
Beco - Conj. Palmeiras ,CONJUNTO PALMEIRAS,CV,-3.844955,-38.530816
Canal - Conj. Palmeiras I ,CONJUNTO PALMEIRAS,CV,-3.845701,-38.529176
Palmeiras1,CONJUNTO PALMEIRAS,CV,-3.841992,-38.528362
Rua da Feira,CONJUNTO PALMEIRAS,CV,-3.848806,-38.526932
Favelinha,CONJUNTO PALMEIRAS,CV,-3.851385,-38.526154
ÁREA DE GUERRA,JANGURUSSU,CV,-3.846303,-38.522032
Favelinha do Palmeiras ,CONJUNTO PALMEIRAS,CV,-3.848806,-38.526932
Caio Prado,ITAPIUNA,CV,-4.647542,-38.94041
Potira lll,GUADALAJARA,CV,-3.757347,-38.640049
Potira ll,GUADALAJARA,CV,-3.759976,-38.636608
Guará,GUADALAJARA,CV,-3.7546,-38.62875
Canal da Jurema,MARECHAL RONDON,CV,-3.777172,-38.624444
Potira,GUADALAJARA,CV,-3.75121,-38.632716
GH (Marechal Rondon),MARECHAL RONDON,CV,-3.774151,-38.625287
Favela do Metroposto,GUADALAJARA,CV,-3.758322,-38.645755
Comunidade do Estadio - Jurema ,MARECHAL RONDON,CV,-3.770544,-38.620138
Iparana,IPARANA,CV,-3.69442,-38.62442
Pacheco,IPARANA,CV,-3.685904,-38.645835
Camurupim ou Palmeiras,IPARANA,CV,-3.693857,-38.66168
GUAIÉ,IPARANA,CV,-3.694762,-38.63023
Salinas - Leblon ,IPARANA,CV,-3.690031,-38.615613
Camurupim,PARQUE SOLEDADE,CV,-3.705134,-38.658405
Jardim Icaraí l,IPARANA,CV,-3.688928,-38.65155
Conjunto Nova Esperança ,PARACURU,CV,-3.414183,-39.042032
Lagoa - Paracuru,PARACURU,CV,-3.407803,-39.024517
Emboaça,TRAIRI,CV,-3.206609,-39.314464
BARROSO,BARROSO,CV,-3.49171,-39.000066
JARANDRAGOEIRA,CAUCAIA,CV,-3.8057268,-38.7474903
Língua da Cobra,CAUCAIA,CV,-3.837141,-38.783436
Mingau - Caucaia,CAUCAIA,CV,-3.821882,-38.740183
Caraussanga,URUCUTUBA,CV,-3.830509,-38.707294
Mingau ll,CAUCAIA,CV,-3.81051,-38.729209
Loteamento Nova Jurema ou CDD,MARECHAL RONDON,CV,-3.773557,-38.633262
Bairro Antonio Vieira,JUAZEIRO DO NORTE,CV,-7.223517,-39.330208
Santo Antônio- Juazeiro do Norte,JUAZEIRO DO NORTE,CV,-7.212864,-39.331409
Salesianos,JUAZEIRO DO NORTE,CV,-7.211442,-39.326315
Socorro,JUAZEIRO DO NORTE,CV,-7.200323,-39.32408
Faixa de Gaza,JUAZEIRO DO NORTE,CV,-7.217931,-39.322666
João Cabral,JUAZEIRO DO NORTE,CV,-7.236594,-39.322094
São José,JUAZEIRO DO NORTE,CV,-7.23004,-39.344422
Bairro do Triângulo,JUAZEIRO DO NORTE,CV,-7.227806,-39.332037
Lagoa Seca- Juazeiro do Norte,JUAZEIRO DO NORTE,CV,-7.245565,-39.328028
Bairro José Geraldo da Cruz,JUAZEIRO DO NORTE,CV,-7.235444,-39.307652
Mutirão ,JUAZEIRO DO NORTE,CV,-7.233055,-39.343743
Franciscano ,JUAZEIRO DO NORTE,CV,-7.211259,-39.312358
Alto da Alegria - Barbalha,BARBALHA,CV,-7.302383,-39.295161
Frei Damião,JUAZEIRO DO NORTE,CV,-7.247499,-39.335669
Bairro Limoeiro ,JUAZEIRO DO NORTE,CV,-7.223063,-39.302964
Alto do Rosário- Barbalha,BARBALHA,CV,-7.313487,-39.309757
Mutirão ll ou Frei Damião ,JUAZEIRO DO NORTE,CV,-7.239958,-39.336878
Bairro Santo André de Barbalha,BARBALHA,CV,-7.328994,-39.293241
Bela Vista de Barbalha,BARBALHA,CV,-7.323081,-39.299503
Cirolândia,BARBALHA,CV,-7.317768,-39.300852
Romeirão,JUAZEIRO DO NORTE,CV,-7.223187,-39.316841
Zuca,BARBALHA,CV,-7.316192,-39.302112
Pio 12,JUAZEIRO DO NORTE,CV,-7.208717,-39.308082
Vila Nova,JUAZEIRO DO NORTE,CV,-7.193973,-39.270355
Aeroporto ,AEROPORTO,CV,-7.203464,-39.273513
Bairro da Malvinas - Barbalha,JUAZEIRO DO NORTE,CV,-7.29826,-39.276714
Pedrinhas,JUAZEIRO DO NORTE,CV,-7.195074,-39.27691
Timbaúba,JUAZEIRO DO NORTE,CV,-7.212553,-39.302446
Alto,JUAZEIRO DO NORTE,CV,-7.202447,-39.314665
Campo Alegre ,JUAZEIRO DO NORTE,CV,-7.247851,-39.287125
Estrela - Barbalha,JUAZEIRO DO NORTE,CV,-7.269772,-39.270935
Bulandeira - Barbalha,BARBALHA,CV,-7.300506,-39.312576
Lagoa - Barbalha,JUAZEIRO DO NORTE,CV,-7.282492,-39.28675
Renê Lucena ll,BREJO SANTO,CV,-7.47735,-39.004008
Raimundo Fernandes,PORTEIRAS,CV,-7.482874,-39.011906
EMBOQUE CV,BREJO SANTO,CV,-7.4967781,-38.9879464
BELA VISTA CV,BREJO SANTO,CV,-7.4935133,-38.9919489
1° de Maio,SOBRAL,CV,-3.802154,-40.269605
Cidade de Deus- Forquilha,SOBRAL,CV,-3.804291,-40.268421
Cidade dos Anjos,SOBRAL,CV,-3.80155,-40.270929
Distrito de Campo Novo,FORQUILHA,CV,-3.825897,-40.253812
Pico da Esperança ,SOBRAL,CV,-3.806684,-40.266853
TRAPIÁ,FORQUILHA,CV,-3.8871381,-40.2586807
Distrito de Lagoa Nova,FORQUILHA,CV,-3.858498,-40.206457
Distrito de Rasteira,FORQUILHA,CV,-3.85817,-40.231816
CRAS SANTANA DO ACARAÚ,SANTANA DO ACARAÚ,CV,-3.4626763,-40.2100448
JAIBARAS CV,CARIRE,CV,-3.7826082,-40.4996752
Castanhola,JARDIM DAS OLIVEIRAS,CV,-3.786807,-38.508722
CONJUNTO METROPOLITANO - PICUÍ,PARQUE SOLEDADE,CV,-3.7551317,-38.658127
Milhã,MILHÃ,CV,-5.6735122,-39.1949992
Jardim Norte 1,QUIXERAMOBIM,CV,-5.165566,-39.28389
Conjunto Esperança - Quixeramobim,QUIXERAMOBIM,CV,-5.188726,-39.27276
Vila São Paulo,QUIXERAMOBIM,CV,-5.191511,-39.276108
Loteamente Monte Flor,QUIXERAMOBIM,CV,-5.184453,-39.296615
Planalto Sabonete ,QUIXERAMOBIM,CV,-5.169856,-39.281577
Planalto Nova Pompeia,QUIXERAMOBIM,CV,-5.191504,-39.300047
Bairro Jaime Lopes,QUIXERAMOBIM,CV,-5.202437,-39.302211
Bairro Maravilha,QUIXERAMOBIM,CV,-5.204521,-39.295121
Campo Novo- Quixadá,QUIXADA,CV,-4.98307,-39.01878
Cohab - Quixada ,QUIXADA,CV,-4.993105,-39.024794
Planalto Renascer- Quixadá,QUIXADA,CV,-4.959437,-39.028019
Putiú- Quixadá,QUIXADA,CV,-4.98307,-39.01878
Residencial Rachel de Queiroz,QUIXADA,CV,-4.957747,-39.0573
Carrascal- Quixadá,QUIXADA,CV,-4.963462,-39.038695
Bairro José Aurelio Camara,QUIXERAMOBIM,CV,-5.191593,-39.299679
Juatama - Quixadá,QUIXADÁ,CV,-5.07797,-39.037391
Campo Velho- Quixadá,QUIXADA,CV,-4.961375,-39.010778
Beco do Jeremias,VILA VELHA,CV,-3.712513,-38.605377
Combate - Quixada,QUIXADA,CV,-4.971828,-39.028348
EUA - Quixada,QUIXADA,CV,-4.954089,-39.028146
Irajá- Quixadá,QUIXADA,CV,-4.968468,-39.01118
Alto São Francisco,QUIXADA,CV,-4.964107,-39.003991
Herval- Quixadá,QUIXADA,CV,-4.965867,-39.020413
Nova Jerusalém - Quixada,QUIXADÁ,CV,-4.990748,-39.016022
Rua da Palha- Quixadá,QUIXADA,CV,-4.982589,-39.012877
São José - Quixada ,QUIXADA,CV,-4.959979,-39.026584
Pitanga,TIANGUA,CV,-3.757461,-40.980816
Lagoa Cumprida,OCARA,CV,-4.606102,-38.45446
Aruaru - Morada Nova,OCARA,CV,-4.568831,-38.366287
PRAIA DAS CURIMÃS,BARROQUINHA,CV,-2.8902493,-41.1832808
Morro do Galo,CRISTO REDENTOR,CV,-3.704337,-38.5649003
Choró,CHORÓ,CV,-4.842146,-39.140562
Potiretama,POTIRETAMA,CV,-5.715637,-38.154166
Cidade de Banabuiú,BANABUIÚ,CV,-5.29397,-38.924173
Vila Brasilia - Banabuiu,BANABUIÚ,CV,-5.315477,-38.920676
COHAB II,SOBRAL,CV,-3.7097424,-40.3371694
Residencial Nossa Senhora das Dores - Juazeiro do norte,JUAZEIRO DO NORTE,CV,-7.224363,-39.280866
Residencial São Sebastião,JUAZEIRO DO NORTE,CV,-7.228617,-39.273012
Bertolândia,JUAZEIRO DO NORTE,CV,-7.228653,-39.286329
CV,MERUOCA,CV,-3.6813759,-40.3473269
Baixa da Raposa,JUAZEIRO DO NORTE,CV,-7.259044,-39.333901
Tabuba,IPARANA,CV,-3.640691,-38.704892
Cohab,BARROQUINHA,CV,-3.028443,-41.122978
Vila União ,VILA UNIĂO,CV,-3.679988,-40.373306
EMBOQUE TCP,BREJO SANTO,TCP/GDE,-7.4959061,-38.9835908
Juremal,ALTO SANTO,TCP/GDE,-5.440862,-38.226504
Dom Expedito,MERUOCA,TCP/GDE,-3.695478,-40.347822
Comunidade dos Gaviões ,MERUOCA,TCP/GDE,-3.696949,-40.348972
Várzea Grande,MERUOCA,TCP/GDE,-3.692692,-40.341966
Praia do Canto Verde,FORTIM,TCP/GDE,-4.317034,-37.93272
Camboas - Paraipaba,PARAIPABA,TCP/GDE,-3.40335,-39.114927
Vila da volta - Aracati,FORTIM,TCP/GDE,-4.52904,-37.791089
Almofala,ITAREMA,TCP/GDE,-2.937492,-39.832812
Distrito de Serrota,APUIARÉS,TCP/GDE,-3.855908,-39.342141
Distrito de Torrões,ITAREMA,TCP/GDE,-2.95116,-39.797529
Mondego,BATURITE,TCP/GDE,-4.322043,-38.885055
Cidade de Carnaubal,CARNAUBAL,TCP/GDE,-4.148135,-40.94559
Cidade de Missão Velha,MISSÃO VELHA,TCP/GDE,-7.239735,-39.144869
Cidade de Granjeiro,GRANJEIRO,TCP/GDE,-6.884294,-39.222925
Vila Lobos- Crato,CRATO,TCP/GDE,-7.241035,-39.403695
Conjunto São Bento 1- Crato,CRATO,TCP/GDE,-7.178433,-39.39854
São Bento- Crato,CRATO,TCP/GDE,-7.210028,-39.390692
Lagoa Encantada- Crato,CRATO,TCP/GDE,-7.210272,-39.389778
Distrito de Porto do Barco,ITAREMA,TCP/GDE,-2.904365,-39.889913
Campinas (Canindé),CANINDÉ,TCP/GDE,-4.338553,-39.307906
Palestina (Canindé),CANINDÉ,TCP/GDE,-4.367576,-39.312145
Alto da Guaramiranga- Canindé,CANINDÉ,TCP/GDE,-4.355858,-39.309452
Minha Casa Minha Vida- Canindé,CANINDÉ,TCP/GDE,-4.353552,-39.308581
Distrito de Patos,OCARA,TCP/GDE,-4.700486,-38.400644
Cidade de Alto Santo,ALTO SANTO,TCP/GDE,-5.51517,-38.266212
Distrito de Alto Lindo,IBIAPINA,TCP/GDE,-3.979293,-40.938257
Vila Peri - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.793897,-39.304964
Juremal - Varzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.791446,-39.303269
Santo Antonio -  Varzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.786593,-39.296487
Varjota - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.794449,-39.298227
Riachinho - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.793133,-39.290909
Patos - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.792528,-39.287517
Vila Cacilda - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.785176,-39.291049
